"PUNTOS","PUESTO","GOLESAF","GOLESEC","PARTIDOSGANADOS","PARTIDOSEMPATADOS","PARTIDOSPERDIDOS","ASCIENDE","DESCIENDE","EUROPA","EQUIPO","DIVISION","TEMPORADA","NUMJORNADA"
53,12,39,43,14,11,15,,,,"Rec. Huelva","2ª",1976,38
51,13,36,38,14,9,16,,,,"Tenerife","2ª",1976,38
49,14,42,51,13,10,15,,,,"Calvo Sotelo","2ª",1976,38
48,15,46,52,12,12,13,,,,"Barcelona B","2ª",1976,38
46,16,35,45,12,10,16,,,,"Terrassa","2ª",1976,38
44,17,31,46,11,11,16,,,,"Ensidesa","2ª",1976,38
43,18,35,45,12,7,18,,,,"Alavés","2ª",1976,38
42,19,44,38,11,9,12,,,,"Castellón","2ª",1976,38
39,20,35,48,10,9,17,,,,"Gimn. Tarragona","2ª",1976,38
74,1,49,29,22,8,6,,,1,"At. Madrid","1ª",1977,34
68,2,29,36,18,14,13,,,1,"Betis","1ª",1977,34
67,3,41,21,19,10,6,,,1,"Barcelona","1ª",1977,34
62,4,48,27,17,11,7,,,1,"Espanyol","1ª",1977,34
55,5,48,28,15,10,8,,,1,"Elche","1ª",1977,34
54,6,30,37,15,9,15,,,,"Celta","1ª",1977,34
54,7,38,44,15,9,14,,,,"Las Palmas","1ª",1977,34
54,8,45,29,15,9,8,,,,"Real Madrid","1ª",1977,34
53,9,41,37,15,8,12,,,,"Rac. Santander","1ª",1977,34
51,10,45,29,13,12,10,,,,"Sevilla","1ª",1977,34
50,11,37,39,14,8,13,,,,"Real Sociedad","1ª",1977,34
49,12,37,33,13,10,12,,,,"Valencia","1ª",1977,34
49,13,42,39,14,7,15,,,,"Hércules","1ª",1977,34
48,14,41,38,13,9,13,,,,"Ath. Bilbao","1ª",1977,34
48,15,36,63,13,9,19,,,,"Burgos","1ª",1977,34
47,16,53,39,13,8,10,,,,"Salamanca","1ª",1977,34
44,17,36,36,10,14,10,,1,,"Zaragoza","1ª",1977,34
32,18,33,29,7,11,12,,1,,"Málaga (C.D.)","1ª",1977,34
65,1,51,45,18,11,13,1,,,"Cádiz","2ª",1977,38
60,2,42,32,16,12,11,1,,,"Valladolid","2ª",1977,38
58,3,42,32,15,13,10,1,,,"Jaén","2ª",1977,38
58,4,58,50,17,7,16,,,,"Rayo Vallecano","2ª",1977,38
57,5,33,44,15,12,13,,,,"Oviedo","2ª",1977,38
56,6,39,43,15,11,15,,,,"Rec. Huelva","2ª",1977,38
55,7,42,51,15,10,15,,,,"Calvo Sotelo","2ª",1977,38
54,8,36,38,15,9,16,,,,"Tenerife","2ª",1977,38
54,9,44,38,15,9,12,,,,"Castellón","2ª",1977,38
53,10,25,32,14,11,14,,,,"Granada","2ª",1977,38
51,11,49,51,13,12,12,,,,"Sant Andreu","2ª",1977,38
49,12,32,37,14,7,16,,,,"Sporting Gijón","2ª",1977,38
47,13,37,48,12,11,15,,,,"Getafe","2ª",1977,38
46,14,35,45,12,10,16,,,,"Terrassa","2ª",1977,38
43,15,22,44,10,13,14,,,,"Dptivo. Coruña","2ª",1977,38
43,16,37,50,11,10,18,,,,"Pontevedra","2ª",1977,38
42,17,45,46,11,9,16,,,,"Córdoba","2ª",1977,38
42,18,46,52,10,12,13,,,,"Barcelona B","2ª",1977,38
37,19,37,48,10,7,21,,,,"Levante","2ª",1977,38
37,20,35,45,10,7,18,,,,"Alavés","2ª",1977,38
77,1,49,29,23,8,6,,,1,"At. Madrid","1ª",1978,34
72,2,45,29,21,9,8,,,1,"Real Madrid","1ª",1978,34
67,3,41,21,19,10,6,,,1,"Barcelona","1ª",1978,34
62,4,29,36,16,14,13,,,1,"Betis","1ª",1978,34
58,5,37,33,16,10,12,,,1,"Valencia","1ª",1978,34
57,6,45,29,15,12,10,,,,"Sevilla","1ª",1978,34
56,7,48,27,15,11,7,,,,"Espanyol","1ª",1978,34
55,8,48,28,15,10,8,,,,"Elche","1ª",1978,34
54,9,41,38,15,9,13,,,,"Ath. Bilbao","1ª",1978,34
53,10,41,37,15,8,12,,,,"Rac. Santander","1ª",1978,34
52,11,58,50,15,7,16,,,,"Rayo Vallecano","1ª",1978,34
50,12,53,39,14,8,10,,,,"Salamanca","1ª",1978,34
46,13,32,37,13,7,16,,,,"Sporting Gijón","1ª",1978,34
44,14,51,45,11,11,13,,,,"Cádiz","1ª",1978,34
44,15,37,39,12,8,13,,,,"Real Sociedad","1ª",1978,34
43,16,42,39,12,7,15,,,,"Hércules","1ª",1978,34
42,17,36,63,11,9,19,,1,,"Burgos","1ª",1978,34
39,18,38,44,10,9,14,,1,,"Las Palmas","1ª",1978,34
69,1,61,26,19,12,8,1,,,"Murcia","2ª",1978,38
68,2,36,36,18,14,10,1,,,"Zaragoza","2ª",1978,38
66,3,42,32,18,12,11,1,,,"Valladolid","2ª",1978,38
65,4,39,43,18,11,15,,,,"Rec. Huelva","2ª",1978,38
65,5,43,48,18,11,13,,,,"Barakaldo","2ª",1978,38
63,6,30,37,18,9,15,,,,"Celta","2ª",1978,38
56,7,25,32,15,11,14,,,,"Granada","2ª",1978,38
56,8,32,49,16,8,17,,,,"Osasuna","2ª",1978,38
55,9,35,45,15,10,16,,,,"Terrassa","2ª",1978,38
54,10,45,50,14,12,14,,,,"Sabadell","2ª",1978,38
49,11,22,44,12,13,14,,,,"Dptivo. Coruña","2ª",1978,38
48,12,33,44,12,12,13,,,,"Oviedo","2ª",1978,38
47,13,37,48,12,11,15,,,,"Getafe","2ª",1978,38
47,14,33,29,12,11,12,,,,"Málaga (C.D.)","2ª",1978,38
45,15,36,38,12,9,16,,,,"Tenerife","2ª",1978,38
43,16,35,45,12,7,18,,,,"Alavés","2ª",1978,38
43,17,42,32,10,13,10,,,,"Jaén","2ª",1978,38
40,18,42,51,10,10,15,,,,"Calvo Sotelo","2ª",1978,38
39,19,44,38,10,9,12,,,,"Castellón","2ª",1978,38
36,20,45,46,9,9,16,,,,"Córdoba","2ª",1978,38
70,1,41,21,20,10,6,,,1,"Barcelona","1ª",1979,34
63,2,45,29,18,9,8,,,1,"Real Madrid","1ª",1979,34
62,3,49,29,18,8,6,,,1,"At. Madrid","1ª",1979,34
62,4,48,27,17,11,7,,,1,"Espanyol","1ª",1979,34
56,5,37,39,16,8,13,,,1,"Real Sociedad","1ª",1979,34
55,6,37,33,15,10,12,,,,"Valencia","1ª",1979,34
53,7,36,36,13,14,10,,,,"Zaragoza","1ª",1979,34
53,8,53,39,15,8,10,,,,"Salamanca","1ª",1979,34
52,9,32,37,15,7,16,,,,"Sporting Gijón","1ª",1979,34
51,10,30,37,14,9,15,,,,"Celta","1ª",1979,34
51,11,45,29,13,12,10,,,,"Sevilla","1ª",1979,34
49,12,42,39,14,7,15,,,,"Hércules","1ª",1979,34
45,13,41,38,12,9,13,,,,"Ath. Bilbao","1ª",1979,34
45,14,38,44,12,9,14,,,,"Las Palmas","1ª",1979,34
44,15,41,37,12,8,12,,,,"Rac. Santander","1ª",1979,34
41,16,39,43,10,11,15,,,,"Rec. Huelva","1ª",1979,34
40,17,58,50,11,7,16,,1,,"Rayo Vallecano","1ª",1979,34
33,18,36,63,8,9,19,,1,,"Burgos","1ª",1979,34
75,1,42,32,21,12,11,1,,,"Valladolid","2ª",1979,38
74,2,29,36,20,14,13,1,,,"Betis","2ª",1979,38
68,3,62,44,21,5,17,1,,,"Almería (A.D.)","2ª",1979,38
64,4,48,28,18,10,8,,,,"Elche","2ª",1979,38
62,5,33,29,17,11,12,,,,"Málaga (C.D.)","2ª",1979,38
60,6,55,45,18,6,14,,,,"Real Madrid B","2ª",1979,38
59,7,37,48,16,11,15,,,,"Getafe","2ª",1979,38
57,8,61,26,15,12,8,,,,"Murcia","2ª",1979,38
56,9,32,49,16,8,17,,,,"Osasuna","2ª",1979,38
56,10,51,45,15,11,13,,,,"Cádiz","2ª",1979,38
56,11,25,32,15,11,14,,,,"Granada","2ª",1979,38
52,12,42,32,13,13,10,,,,"Jaén","2ª",1979,38
52,13,35,45,15,7,18,,,,"Alavés","2ª",1979,38
49,14,22,44,12,13,14,,,,"Dptivo. Coruña","2ª",1979,38
48,15,44,38,13,9,12,,,,"Castellón","2ª",1979,38
47,16,40,53,13,8,17,,,,"Algeciras","2ª",1979,38
47,17,43,48,12,11,13,,,,"Barakaldo","2ª",1979,38
42,18,45,50,10,12,14,,,,"Sabadell","2ª",1979,38
37,19,35,45,9,10,16,,,,"Terrassa","2ª",1979,38
37,20,22,80,10,7,27,,,,"Ferrol","2ª",1979,38
72,1,45,29,21,9,8,,,1,"Real Madrid","1ª",1980,34
65,2,29,36,17,14,13,,,1,"Betis","1ª",1980,34
64,3,41,21,18,10,6,,,1,"Barcelona","1ª",1980,34
60,4,45,29,16,12,10,,,1,"Sevilla","1ª",1980,34
59,5,49,29,17,8,6,,,1,"At. Madrid","1ª",1980,34
54,6,41,38,15,9,13,,,,"Ath. Bilbao","1ª",1980,34
53,7,37,39,15,8,13,,,,"Real Sociedad","1ª",1980,34
52,8,37,33,14,10,12,,,,"Valencia","1ª",1980,34
48,9,38,44,13,9,14,,,,"Las Palmas","1ª",1980,34
47,10,53,39,13,8,10,,,,"Salamanca","1ª",1980,34
44,11,48,27,11,11,7,,,,"Espanyol","1ª",1980,34
44,12,62,44,13,5,17,,,,"Almería (A.D.)","1ª",1980,34
44,13,36,36,10,14,10,,,,"Zaragoza","1ª",1980,34
40,14,32,37,11,7,16,,,,"Sporting Gijón","1ª",1980,34
38,15,33,29,9,11,12,,,,"Málaga (C.D.)","1ª",1980,34
37,16,42,39,10,7,15,,,,"Hércules","1ª",1980,34
37,17,58,50,10,7,16,,1,,"Rayo Vallecano","1ª",1980,34
24,18,36,63,5,9,19,,1,,"Burgos","1ª",1980,34
72,1,61,26,20,12,8,1,,,"Murcia","2ª",1980,38
65,2,51,45,18,11,13,1,,,"Cádiz","2ª",1980,38
65,3,32,49,19,8,17,1,,,"Osasuna","2ª",1980,38
61,4,48,28,17,10,8,,,,"Elche","2ª",1980,38
60,5,42,32,16,12,11,,,,"Valladolid","2ª",1980,38
60,6,30,37,17,9,15,,,,"Celta","2ª",1980,38
57,7,44,38,16,9,12,,,,"Castellón","2ª",1980,38
57,8,33,44,15,12,13,,,,"Oviedo","2ª",1980,38
55,9,22,44,14,13,14,,,,"Dptivo. Coruña","2ª",1980,38
54,10,55,45,16,6,14,,,,"Real Madrid B","2ª",1980,38
53,11,41,37,15,8,12,,,,"Rac. Santander","2ª",1980,38
51,12,45,50,13,12,14,,,,"Sabadell","2ª",1980,38
49,13,37,48,14,7,21,,,,"Levante","2ª",1980,38
47,14,49,49,11,14,13,,,,"Palencia","2ª",1980,38
47,15,37,48,12,11,15,,,,"Getafe","2ª",1980,38
44,16,25,32,11,11,14,,,,"Granada","2ª",1980,38
44,17,39,43,11,11,15,,,,"Rec. Huelva","2ª",1980,38
40,18,35,45,11,7,18,,,,"Alavés","2ª",1980,38
36,19,35,48,9,9,17,,,,"Gimn. Tarragona","2ª",1980,38
29,20,40,53,7,8,17,,,,"Algeciras","2ª",1980,38
72,1,45,29,21,9,8,,,1,"Real Madrid","1ª",1981,34
68,2,49,29,20,8,6,,,1,"At. Madrid","1ª",1981,34
67,3,41,21,19,10,6,,,1,"Barcelona","1ª",1981,34
62,4,29,36,16,14,13,,,1,"Betis","1ª",1981,34
57,5,45,29,15,12,10,,,1,"Sevilla","1ª",1981,34
55,6,37,33,15,10,12,,,,"Valencia","1ª",1981,34
53,7,48,27,14,11,7,,,,"Espanyol","1ª",1981,34
53,8,37,39,15,8,13,,,,"Real Sociedad","1ª",1981,34
51,9,42,32,13,12,11,,,,"Valladolid","1ª",1981,34
47,10,32,49,13,8,17,,,,"Osasuna","1ª",1981,34
46,11,32,37,13,7,16,,,,"Sporting Gijón","1ª",1981,34
45,12,61,26,11,12,8,,,,"Murcia","1ª",1981,34
42,13,41,38,11,9,13,,,,"Ath. Bilbao","1ª",1981,34
41,14,53,39,11,8,10,,,,"Salamanca","1ª",1981,34
35,15,36,36,7,14,10,,,,"Zaragoza","1ª",1981,34
35,16,62,44,10,5,17,,,,"Almería (A.D.)","1ª",1981,34
34,17,42,39,9,7,15,,1,,"Hércules","1ª",1981,34
33,18,38,44,8,9,14,,1,,"Las Palmas","1ª",1981,34
65,1,51,45,18,11,13,1,,,"Cádiz","2ª",1981,38
62,2,41,37,18,8,12,1,,,"Rac. Santander","2ª",1981,38
61,3,48,28,17,10,8,1,,,"Elche","2ª",1981,38
54,4,44,38,15,9,12,,,,"Castellón","2ª",1981,38
53,5,43,48,14,11,13,,,,"Barakaldo","2ª",1981,38
53,6,49,49,13,14,13,,,,"Palencia","2ª",1981,38
52,7,58,50,15,7,16,,,,"Rayo Vallecano","2ª",1981,38
51,8,55,45,15,6,14,,,,"Real Madrid B","2ª",1981,38
50,9,39,43,13,11,15,,,,"Rec. Huelva","2ª",1981,38
48,10,44,55,13,9,16,,,,"At. Madrid B","2ª",1981,38
46,11,35,45,13,7,18,,,,"Alavés","2ª",1981,38
45,12,29,59,12,9,21,,,,"Linares","2ª",1981,38
45,13,45,50,11,12,14,,,,"Sabadell","2ª",1981,38
43,14,37,48,12,7,21,,,,"Levante","2ª",1981,38
42,15,33,44,10,12,13,,,,"Oviedo","2ª",1981,38
41,16,37,48,10,11,15,,,,"Getafe","2ª",1981,38
41,17,25,32,10,11,14,,,,"Granada","2ª",1981,38
41,18,33,29,10,11,12,,,,"Málaga (C.D.)","2ª",1981,38
39,19,36,63,10,9,19,,,,"Burgos","2ª",1981,38
71,1,49,29,21,8,6,,,1,"At. Madrid","1ª",1982,34
70,2,41,21,20,10,6,,,1,"Barcelona","1ª",1982,34
68,3,29,36,18,14,13,,,1,"Betis","1ª",1982,34
66,4,45,29,19,9,8,,,1,"Real Madrid","1ª",1982,34
64,5,37,33,18,10,12,,,1,"Valencia","1ª",1982,34
63,6,42,32,17,12,11,,,,"Valladolid","1ª",1982,34
59,7,37,39,17,8,13,,,,"Real Sociedad","1ª",1982,34
59,8,51,45,16,11,13,,,,"Cádiz","1ª",1982,34
56,9,41,37,16,8,12,,,,"Rac. Santander","1ª",1982,34
54,10,41,38,15,9,13,,,,"Ath. Bilbao","1ª",1982,34
53,11,48,27,14,11,7,,,,"Espanyol","1ª",1982,34
51,12,45,29,13,12,10,,,,"Sevilla","1ª",1982,34
44,13,32,49,12,8,17,,,,"Osasuna","1ª",1982,34
42,14,38,44,11,9,14,,,,"Las Palmas","1ª",1982,34
41,15,36,36,9,14,10,,,,"Zaragoza","1ª",1982,34
37,16,42,39,10,7,15,,,,"Hércules","1ª",1982,34
37,17,32,37,10,7,16,,1,,"Sporting Gijón","1ª",1982,34
21,18,44,38,4,9,12,,1,,"Castellón","1ª",1982,34
72,1,30,37,21,9,15,1,,,"Celta","2ª",1982,38
68,2,53,39,20,8,10,1,,,"Salamanca","2ª",1982,38
66,3,61,26,18,12,8,1,,,"Murcia","2ª",1982,38
64,4,48,28,18,10,8,,,,"Elche","2ª",1982,38
60,5,37,33,17,9,14,,,,"Mallorca","2ª",1982,38
56,6,33,29,15,11,12,,,,"Málaga (C.D.)","2ª",1982,38
50,7,39,43,13,11,15,,,,"Rec. Huelva","2ª",1982,38
49,8,58,50,14,7,16,,,,"Rayo Vallecano","2ª",1982,38
48,9,55,45,14,6,14,,,,"Real Madrid B","2ª",1982,38
46,10,22,44,11,13,14,,,,"Dptivo. Coruña","2ª",1982,38
45,11,45,50,11,12,14,,,,"Sabadell","2ª",1982,38
45,12,36,63,12,9,19,,,,"Burgos","2ª",1982,38
43,13,35,45,12,7,18,,,,"Alavés","2ª",1982,38
42,14,44,55,11,9,16,,,,"At. Madrid B","2ª",1982,38
39,15,33,44,9,12,13,,,,"Oviedo","2ª",1982,38
39,16,45,46,10,9,16,,,,"Córdoba","2ª",1982,38
33,17,29,59,8,9,21,,,,"Linares","2ª",1982,38
32,18,62,44,9,5,17,,,,"Almería (A.D.)","2ª",1982,38
31,19,37,48,8,7,21,,,,"Levante","2ª",1982,38
29,20,37,48,6,11,15,,,,"Getafe","2ª",1982,38
72,1,45,29,21,9,8,,,1,"Real Madrid","1ª",1983,34
71,2,49,29,21,8,6,,,1,"At. Madrid","1ª",1983,34
61,3,41,21,17,10,6,,,1,"Barcelona","1ª",1983,34
57,4,41,38,16,9,13,,,1,"Ath. Bilbao","1ª",1983,34
56,5,48,27,15,11,7,,,1,"Espanyol","1ª",1983,34
54,6,45,29,14,12,10,,,,"Sevilla","1ª",1983,34
54,7,42,32,14,12,11,,,,"Valladolid","1ª",1983,34
53,8,36,36,13,14,10,,,,"Zaragoza","1ª",1983,34
53,9,29,36,13,14,13,,,,"Betis","1ª",1983,34
48,10,30,37,13,9,15,,,,"Celta","1ª",1983,34
47,11,53,39,13,8,10,,,,"Salamanca","1ª",1983,34
47,12,41,37,13,8,12,,,,"Rac. Santander","1ª",1983,34
46,13,37,33,12,10,12,,,,"Valencia","1ª",1983,34
44,14,37,39,12,8,13,,,,"Real Sociedad","1ª",1983,34
44,15,32,49,12,8,17,,,,"Osasuna","1ª",1983,34
44,16,33,29,11,11,12,,,,"Málaga (C.D.)","1ª",1983,34
36,17,38,44,9,9,14,,1,,"Las Palmas","1ª",1983,34
31,18,32,37,8,7,16,,1,,"Sporting Gijón","1ª",1983,34
75,1,61,26,21,12,8,1,,,"Murcia","2ª",1983,38
64,2,22,44,17,13,14,1,,,"Dptivo. Coruña","2ª",1983,38
64,3,48,28,18,10,8,1,,,"Elche","2ª",1983,38
59,4,51,45,16,11,13,,,,"Cádiz","2ª",1983,38
57,5,37,33,16,9,14,,,,"Mallorca","2ª",1983,38
56,6,49,49,14,14,13,,,,"Palencia","2ª",1983,38
55,7,58,50,16,7,16,,,,"Rayo Vallecano","2ª",1983,38
51,8,55,45,15,6,14,,,,"Real Madrid B","2ª",1983,38
48,9,33,44,12,12,13,,,,"Oviedo","2ª",1983,38
45,10,46,52,11,12,13,,,,"Barcelona B","2ª",1983,38
44,11,40,46,10,14,14,,,,"Cartagena F.C.","2ª",1983,38
44,12,39,43,11,11,15,,,,"Rec. Huelva","2ª",1983,38
43,13,42,39,12,7,15,,,,"Hércules","2ª",1983,38
39,14,29,59,10,9,21,,,,"Linares","2ª",1983,38
39,15,44,38,10,9,12,,,,"Castellón","2ª",1983,38
39,16,45,50,9,12,14,,,,"Sabadell","2ª",1983,38
34,17,36,56,9,7,22,,,,"Xerez","2ª",1983,38
33,18,44,55,8,9,16,,,,"At. Madrid B","2ª",1983,38
31,19,35,45,8,7,18,,,,"Alavés","2ª",1983,38
27,20,45,46,6,9,16,,,,"Córdoba","2ª",1983,38
77,1,29,36,21,14,13,,,1,"Betis","1ª",1984,34
71,2,49,29,21,8,6,,,1,"At. Madrid","1ª",1984,34
66,3,45,29,19,9,8,,,1,"Real Madrid","1ª",1984,34
64,4,41,21,18,10,6,,,1,"Barcelona","1ª",1984,34
57,5,61,26,15,12,8,,,1,"Murcia","1ª",1984,34
57,6,45,29,15,12,10,,,,"Sevilla","1ª",1984,34
57,7,42,32,15,12,11,,,,"Valladolid","1ª",1984,34
54,8,41,38,15,9,13,,,,"Ath. Bilbao","1ª",1984,34
47,9,33,29,12,11,12,,,,"Málaga (C.D.)","1ª",1984,34
47,10,37,39,13,8,13,,,,"Real Sociedad","1ª",1984,34
47,11,48,27,12,11,7,,,,"Espanyol","1ª",1984,34
41,12,36,36,9,14,10,,,,"Zaragoza","1ª",1984,34
41,13,32,49,11,8,17,,,,"Osasuna","1ª",1984,34
40,14,37,33,10,10,12,,,,"Valencia","1ª",1984,34
38,15,51,45,9,11,13,,,,"Cádiz","1ª",1984,34
35,16,53,39,9,8,10,,,,"Salamanca","1ª",1984,34
31,17,32,37,8,7,16,,1,,"Sporting Gijón","1ª",1984,34
30,18,37,33,7,9,14,,1,,"Mallorca","1ª",1984,34
70,1,61,39,20,10,13,1,,,"Ath. Bilbao B","2ª",1984,38
64,2,48,28,18,10,8,1,,,"Elche","2ª",1984,38
60,3,30,37,17,9,15,1,,,"Celta","2ª",1984,38
60,4,55,45,18,6,14,,,,"Real Madrid B","2ª",1984,38
59,5,41,37,17,8,12,,,,"Rac. Santander","2ª",1984,38
54,6,46,52,14,12,13,,,,"Barcelona B","2ª",1984,38
49,7,42,39,14,7,15,,,,"Hércules","2ª",1984,38
49,8,22,44,12,13,14,,,,"Dptivo. Coruña","2ª",1984,38
48,9,33,44,12,12,13,,,,"Oviedo","2ª",1984,38
48,10,29,59,13,9,21,,,,"Linares","2ª",1984,38
47,11,25,32,12,11,14,,,,"Granada","2ª",1984,38
47,12,39,43,12,11,15,,,,"Rec. Huelva","2ª",1984,38
45,13,44,55,12,9,16,,,,"At. Madrid B","2ª",1984,38
45,14,44,38,12,9,12,,,,"Castellón","2ª",1984,38
42,15,36,38,11,9,16,,,,"Tenerife","2ª",1984,38
42,16,38,44,11,9,14,,,,"Las Palmas","2ª",1984,38
41,17,40,46,9,14,14,,,,"Cartagena F.C.","2ª",1984,38
38,18,49,49,8,14,13,,,,"Palencia","2ª",1984,38
35,19,40,53,9,8,17,,,,"Algeciras","2ª",1984,38
31,20,58,50,8,7,16,,,,"Rayo Vallecano","2ª",1984,38
67,1,41,21,19,10,6,,,1,"Barcelona","1ª",1985,34
62,2,49,29,18,8,6,,,1,"At. Madrid","1ª",1985,34
51,3,45,29,14,9,8,,,1,"Real Madrid","1ª",1985,34
50,4,41,37,14,8,12,,,1,"Rac. Santander","1ª",1985,34
50,5,48,27,13,11,7,,,1,"Espanyol","1ª",1985,34
50,6,29,36,12,14,13,,,,"Betis","1ª",1985,34
45,7,61,26,11,12,8,,,,"Murcia","1ª",1985,34
41,8,32,49,11,8,17,,,,"Osasuna","1ª",1985,34
40,9,48,28,10,10,8,,,,"Elche","1ª",1985,34
39,10,42,32,9,12,11,,,,"Valladolid","1ª",1985,34
39,11,45,29,9,12,10,,,,"Sevilla","1ª",1985,34
39,12,41,38,10,9,13,,,,"Ath. Bilbao","1ª",1985,34
37,13,32,37,10,7,16,,,,"Sporting Gijón","1ª",1985,34
35,14,37,39,9,8,13,,,,"Real Sociedad","1ª",1985,34
34,15,37,33,8,10,12,,,,"Valencia","1ª",1985,34
34,16,42,39,9,7,15,,,,"Hércules","1ª",1985,34
32,17,36,36,6,14,10,,1,,"Zaragoza","1ª",1985,34
32,18,33,29,7,11,12,,1,,"Málaga (C.D.)","1ª",1985,34
72,1,30,37,21,9,15,1,,,"Celta","2ª",1985,38
63,2,37,33,18,9,14,1,,,"Mallorca","2ª",1985,38
62,3,51,45,17,11,13,1,,,"Cádiz","2ª",1985,38
61,4,61,39,17,10,13,,,,"Ath. Bilbao B","2ª",1985,38
60,5,38,44,17,9,14,,,,"Las Palmas","2ª",1985,38
56,6,40,48,14,14,16,,,,"Logroñés","2ª",1985,38
53,7,53,39,15,8,10,,,,"Salamanca","2ª",1985,38
53,8,39,43,14,11,15,,,,"Rec. Huelva","2ª",1985,38
52,9,22,44,13,13,14,,,,"Dptivo. Coruña","2ª",1985,38
51,10,44,55,14,9,16,,,,"At. Madrid B","2ª",1985,38
51,11,55,45,15,6,14,,,,"Real Madrid B","2ª",1985,38
51,12,45,50,13,12,14,,,,"Sabadell","2ª",1985,38
50,13,40,46,12,14,14,,,,"Cartagena F.C.","2ª",1985,38
48,14,46,52,12,12,13,,,,"Barcelona B","2ª",1985,38
48,15,44,38,13,9,12,,,,"Castellón","2ª",1985,38
48,16,36,38,13,9,16,,,,"Tenerife","2ª",1985,38
44,17,25,32,11,11,14,,,,"Granada","2ª",1985,38
42,18,33,44,10,12,13,,,,"Oviedo","2ª",1985,38
40,19,42,51,10,10,15,,,,"Calvo Sotelo","2ª",1985,38
39,20,23,59,10,9,19,,,,"Lorca","2ª",1985,38
78,1,45,29,23,9,8,,,1,"Real Madrid","1ª",1986,34
74,2,49,29,22,8,6,,,1,"At. Madrid","1ª",1986,34
63,3,42,32,17,12,11,,,1,"Valladolid","1ª",1986,34
61,4,41,21,17,10,6,,,1,"Barcelona","1ª",1986,34
56,5,48,27,15,11,7,,,1,"Espanyol","1ª",1986,34
53,6,29,36,13,14,13,,,,"Betis","1ª",1986,34
50,7,37,39,14,8,13,,,,"Real Sociedad","1ª",1986,34
