"PUNTOS","PUESTO","GOLESAF","GOLESEC","PARTIDOSGANADOS","PARTIDOSEMPATADOS","PARTIDOSPERDIDOS","ASCIENDE","DESCIENDE","EUROPA","EQUIPO","DIVISION","TEMPORADA","NUMJORNADA"
47,8,51,45,12,11,13,,,,"Cádiz","1ª",1986,34
45,9,45,29,11,12,10,,,,"Sevilla","1ª",1986,34
45,10,41,38,12,9,13,,,,"Ath. Bilbao","1ª",1986,34
44,11,36,36,10,14,10,,,,"Zaragoza","1ª",1986,34
44,12,41,37,12,8,12,,,,"Rac. Santander","1ª",1986,34
42,13,30,37,11,9,15,,,,"Celta","1ª",1986,34
39,14,38,44,10,9,14,,,,"Las Palmas","1ª",1986,34
37,15,37,33,9,10,12,,,,"Valencia","1ª",1986,34
37,16,42,39,10,7,15,,,,"Hércules","1ª",1986,34
35,17,32,49,9,8,17,,1,,"Osasuna","1ª",1986,34
34,18,32,37,9,7,16,,1,,"Sporting Gijón","1ª",1986,34
79,1,61,39,23,10,13,1,,,"Ath. Bilbao B","2ª",1986,38
72,2,61,26,20,12,8,1,,,"Murcia","2ª",1986,38
69,3,37,33,20,9,14,1,,,"Mallorca","2ª",1986,38
64,4,48,28,18,10,8,,,,"Elche","2ª",1986,38
62,5,39,43,17,11,15,,,,"Rec. Huelva","2ª",1986,38
57,6,33,44,15,12,13,,,,"Oviedo","2ª",1986,38
55,7,49,45,16,7,15,,,,"Sestao","2ª",1986,38
55,8,22,44,14,13,14,,,,"Dptivo. Coruña","2ª",1986,38
51,9,44,38,14,9,12,,,,"Castellón","2ª",1986,38
51,10,46,52,13,12,13,,,,"Barcelona B","2ª",1986,38
51,11,55,45,15,6,14,,,,"Real Madrid B","2ª",1986,38
48,12,45,50,12,12,14,,,,"Sabadell","2ª",1986,38
46,13,58,50,13,7,16,,,,"Rayo Vallecano","2ª",1986,38
44,14,40,48,10,14,16,,,,"Logroñés","2ª",1986,38
43,15,35,62,12,7,19,,,,"Albacete","2ª",1986,38
41,16,33,29,10,11,12,,,,"Málaga (C.D.)","2ª",1986,38
38,17,40,46,8,14,14,,,,"Cartagena F.C.","2ª",1986,38
37,18,35,55,9,10,19,,,,"Zaragoza B","2ª",1986,38
36,19,36,38,9,9,16,,,,"Tenerife","2ª",1986,38
33,20,44,55,8,9,16,,,,"At. Madrid B","2ª",1986,38
85,1,41,21,25,10,6,,,1,"Barcelona","1ª",1987,44
78,2,61,26,22,12,8,,,1,"Murcia","1ª",1987,44
77,3,29,36,21,14,13,,,1,"Betis","1ª",1987,44
75,4,45,29,22,9,8,,,1,"Real Madrid","1ª",1987,44
74,5,49,29,22,8,6,,,1,"At. Madrid","1ª",1987,44
71,6,48,27,20,11,7,,,,"Espanyol","1ª",1987,44
63,7,42,32,17,12,11,,,,"Valladolid","1ª",1987,44
60,8,37,33,17,9,14,,,,"Mallorca","1ª",1987,44
56,9,37,39,16,8,13,,,,"Real Sociedad","1ª",1987,44
53,10,41,37,15,8,12,,,,"Rac. Santander","1ª",1987,44
51,11,45,29,13,12,10,,,,"Sevilla","1ª",1987,44
50,12,36,36,12,14,10,,,,"Zaragoza","1ª",1987,44
50,13,51,45,13,11,13,,,,"Cádiz","1ª",1987,44
48,14,38,44,13,9,14,,,,"Las Palmas","1ª",1987,44
48,15,41,38,13,9,13,,,,"Ath. Bilbao","1ª",1987,44
47,16,32,49,13,8,17,,,,"Osasuna","1ª",1987,44
46,17,32,37,13,7,16,,1,,"Sporting Gijón","1ª",1987,44
45,18,45,50,11,12,14,,1,,"Sabadell","1ª",1987,44
84,1,30,37,25,9,15,1,,,"Celta","2ª",1987,44
74,2,39,43,21,11,15,1,,,"Rec. Huelva","2ª",1987,44
73,3,37,33,21,10,12,1,,,"Valencia","2ª",1987,44
68,4,40,48,18,14,16,,,,"Logroñés","2ª",1987,44
64,5,49,45,19,7,15,,,,"Sestao","2ª",1987,44
60,6,46,52,16,12,13,,,,"Barcelona B","2ª",1987,44
58,7,22,44,15,13,14,,,,"Dptivo. Coruña","2ª",1987,44
58,8,61,39,16,10,13,,,,"Ath. Bilbao B","2ª",1987,44
57,9,59,53,15,12,17,,,,"Figueres","2ª",1987,44
55,10,48,28,15,10,8,,,,"Elche","2ª",1987,44
53,11,40,46,13,14,14,,,,"Cartagena F.C.","2ª",1987,44
51,12,44,38,14,9,12,,,,"Castellón","2ª",1987,44
51,13,33,44,13,12,13,,,,"Oviedo","2ª",1987,44
49,14,42,39,14,7,15,,,,"Hércules","2ª",1987,44
47,15,33,29,12,11,12,,,,"Málaga (C.D.)","2ª",1987,44
46,16,58,50,13,7,16,,,,"Rayo Vallecano","2ª",1987,44
42,17,55,45,12,6,14,,,,"Real Madrid B","2ª",1987,44
25,18,36,56,6,7,22,,,,"Xerez","2ª",1987,44
17,19,32,49,3,8,17,,1,,"Osasuna","Descenso a 2ª",1987,0
81,1,45,29,24,9,8,,,1,"Real Madrid","1ª",1988,38
74,2,49,29,22,8,6,,,1,"At. Madrid","1ª",1988,38
65,3,29,36,17,14,13,,,1,"Betis","1ª",1988,38
60,4,30,37,17,9,15,,,1,"Celta","1ª",1988,38
57,5,42,32,15,12,11,,,1,"Valladolid","1ª",1988,38
55,6,41,21,15,10,6,,,,"Barcelona","1ª",1988,38
53,7,37,39,15,8,13,,,,"Real Sociedad","1ª",1988,38
48,8,41,38,13,9,13,,,,"Ath. Bilbao","1ª",1988,38
48,9,61,26,12,12,8,,,,"Murcia","1ª",1988,38
48,10,37,33,13,9,14,,,,"Mallorca","1ª",1988,38
47,11,32,49,13,8,17,,,,"Osasuna","1ª",1988,38
47,12,48,27,12,11,7,,,,"Espanyol","1ª",1988,38
47,13,51,45,12,11,13,,,,"Cádiz","1ª",1988,38
44,14,40,48,10,14,16,,,,"Logroñés","1ª",1988,38
43,15,37,33,11,10,12,,,,"Valencia","1ª",1988,38
43,16,32,37,12,7,16,,,,"Sporting Gijón","1ª",1988,38
42,17,38,44,11,9,14,,,,"Las Palmas","1ª",1988,38
42,18,45,29,10,12,10,,,,"Sevilla","1ª",1988,38
41,19,36,36,9,14,10,,1,,"Zaragoza","1ª",1988,38
36,20,45,50,8,12,14,,1,,"Sabadell","1ª",1988,38
67,1,48,28,19,10,8,1,,,"Elche","2ª",1988,38
60,2,59,53,16,12,17,1,,,"Figueres","2ª",1988,38
58,3,61,39,16,10,13,1,,,"Ath. Bilbao B","2ª",1988,38
57,4,53,37,15,12,11,,,,"Lleida","2ª",1988,38
57,5,33,44,15,12,13,,,,"Oviedo","2ª",1988,38
56,6,33,29,15,11,12,,,,"Málaga (C.D.)","2ª",1988,38
52,7,58,50,15,7,16,,,,"Rayo Vallecano","2ª",1988,38
50,8,41,37,14,8,12,,,,"Rac. Santander","2ª",1988,38
48,9,46,52,12,12,13,,,,"Barcelona B","2ª",1988,38
46,10,42,39,13,7,15,,,,"Hércules","2ª",1988,38
46,11,36,56,13,7,22,,,,"Xerez","2ª",1988,38
45,12,36,38,12,9,16,,,,"Tenerife","2ª",1988,38
45,13,44,38,12,9,12,,,,"Castellón","2ª",1988,38
45,14,34,50,11,12,15,,,,"Burgos (Real)","2ª",1988,38
45,15,55,45,13,6,14,,,,"Real Madrid B","2ª",1988,38
44,16,39,43,11,11,15,,,,"Rec. Huelva","2ª",1988,38
43,17,49,45,12,7,15,,,,"Sestao","2ª",1988,38
41,18,40,46,9,14,14,,,,"Cartagena F.C.","2ª",1988,38
37,19,22,44,8,13,14,,,,"Dptivo. Coruña","2ª",1988,38
32,20,25,32,7,11,14,,,,"Granada","2ª",1988,38
33,21,61,26,7,12,8,1,,,"Murcia","Promoción 1ª/2ª",1988,0
21,22,33,44,3,12,13,1,,,"Oviedo","Promoción 1ª/2ª",1988,0
75,1,45,29,22,9,8,,,1,"Real Madrid","1ª",1989,38
74,2,49,29,22,8,6,,,1,"At. Madrid","1ª",1989,38
73,3,41,21,21,10,6,,,1,"Barcelona","1ª",1989,38
66,4,42,32,18,12,11,,,1,"Valladolid","1ª",1989,38
54,5,30,37,15,9,15,,,1,"Celta","1ª",1989,38
53,6,29,36,13,14,13,,,,"Betis","1ª",1989,38
52,7,37,33,14,10,12,,,,"Valencia","1ª",1989,38
48,8,45,29,12,12,10,,,,"Sevilla","1ª",1989,38
45,9,61,26,11,12,8,,,,"Murcia","1ª",1989,38
45,10,41,38,12,9,13,,,,"Ath. Bilbao","1ª",1989,38
44,11,36,36,10,14,10,,,,"Zaragoza","1ª",1989,38
42,12,33,44,10,12,13,,,,"Oviedo","1ª",1989,38
41,13,32,49,11,8,17,,,,"Osasuna","1ª",1989,38
41,14,37,39,11,8,13,,,,"Real Sociedad","1ª",1989,38
38,15,48,27,9,11,7,,,,"Espanyol","1ª",1989,38
35,16,40,48,7,14,16,,,,"Logroñés","1ª",1989,38
35,17,33,29,8,11,12,,,,"Málaga (C.D.)","1ª",1989,38
34,18,32,37,9,7,16,,,,"Sporting Gijón","1ª",1989,38
34,19,48,28,8,10,8,,1,,"Elche","1ª",1989,38
32,1,51,45,7,11,13,,1,,"Cádiz","1ª",1989,38
60,2,37,33,17,9,14,1,,,"Mallorca","2ª",1989,38
57,3,36,38,16,9,16,1,,,"Tenerife","2ª",1989,38
56,4,41,37,16,8,12,1,,,"Rac. Santander","2ª",1989,38
54,5,59,53,14,12,17,,,,"Figueres","2ª",1989,38
54,6,44,38,15,9,12,,,,"Castellón","2ª",1989,38
52,7,49,45,15,7,15,,,,"Sestao","2ª",1989,38
50,8,39,43,13,11,15,,,,"Rec. Huelva","2ª",1989,38
48,9,55,45,14,6,14,,,,"Real Madrid B","2ª",1989,38
48,10,45,50,12,12,14,,,,"Sabadell","2ª",1989,38
45,11,53,37,11,12,11,,,,"Lleida","2ª",1989,38
44,12,53,39,12,8,10,,,,"Salamanca","2ª",1989,38
43,13,58,50,12,7,16,,,,"Rayo Vallecano","2ª",1989,38
42,14,36,42,8,18,12,,,,"Éibar","2ª",1989,38
42,15,34,50,10,12,15,,,,"Burgos (Real)","2ª",1989,38
42,16,38,44,11,9,14,,,,"Las Palmas","2ª",1989,38
40,17,22,44,9,13,14,,,,"Dptivo. Coruña","2ª",1989,38
39,18,46,52,9,12,13,,,,"Barcelona B","2ª",1989,38
37,19,36,56,10,7,22,,,,"Xerez","2ª",1989,38
35,20,29,58,9,8,21,,,,"Alzira","2ª",1989,38
14,21,19,75,3,5,30,,,,"Mollerussa","2ª",1989,38
35,22,29,36,7,14,13,1,,,"Betis","Promoción 1ª/2ª",1989,0
27,23,37,33,6,9,14,1,,,"Mallorca","Promoción 1ª/2ª",1989,0
26,24,48,27,5,11,7,1,,,"Espanyol","Promoción 1ª/2ª",1989,0
21,25,36,38,4,9,16,1,,,"Tenerife","Promoción 1ª/2ª",1989,0
78,1,45,29,23,9,8,,,1,"Real Madrid","1ª",1990,38
77,2,49,29,23,8,6,,,1,"At. Madrid","1ª",1990,38
70,3,41,21,20,10,6,,,1,"Barcelona","1ª",1990,38
61,4,37,33,17,10,12,,,1,"Valencia","1ª",1990,38
57,5,45,29,15,12,10,,,1,"Sevilla","1ª",1990,38
56,6,36,36,14,14,10,,,,"Zaragoza","1ª",1990,38
53,7,40,48,13,14,16,,,,"Logroñés","1ª",1990,38
50,8,32,49,14,8,17,,,,"Osasuna","1ª",1990,38
50,9,51,45,13,11,13,,,,"Cádiz","1ª",1990,38
48,10,42,32,12,12,11,,,,"Valladolid","1ª",1990,38
48,11,33,44,12,12,13,,,,"Oviedo","1ª",1990,38
47,12,37,39,13,8,13,,,,"Real Sociedad","1ª",1990,38
45,13,37,33,12,9,14,,,,"Mallorca","1ª",1990,38
39,14,41,38,10,9,13,,,,"Ath. Bilbao","1ª",1990,38
39,15,30,37,10,9,15,,,,"Celta","1ª",1990,38
36,16,44,38,9,9,12,,,,"Castellón","1ª",1990,38
36,17,36,38,9,9,16,,,,"Tenerife","1ª",1990,38
35,18,33,29,8,11,12,,,,"Málaga (C.D.)","1ª",1990,38
34,19,58,50,9,7,16,,1,,"Rayo Vallecano","1ª",1990,38
34,20,32,37,9,7,16,,1,,"Sporting Gijón","1ª",1990,38
69,1,34,50,19,12,15,1,,,"Burgos (Real)","2ª",1990,38
62,2,29,36,16,14,13,1,,,"Betis","2ª",1990,38
61,3,61,39,17,10,13,1,,,"Ath. Bilbao B","2ª",1990,38
59,4,48,27,16,11,7,,,,"Espanyol","2ª",1990,38
57,5,59,53,15,12,17,,,,"Figueres","2ª",1990,38
57,6,61,26,15,12,8,,,,"Murcia","2ª",1990,38
55,7,22,44,14,13,14,,,,"Dptivo. Coruña","2ª",1990,38
53,8,29,39,13,14,11,,,,"Palamós","2ª",1990,38
50,9,53,39,14,8,10,,,,"Salamanca","2ª",1990,38
49,10,48,28,13,10,8,,,,"Elche","2ª",1990,38
48,11,38,44,13,9,14,,,,"Las Palmas","2ª",1990,38
48,12,36,42,10,18,12,,,,"Éibar","2ª",1990,38
47,13,39,43,12,11,15,,,,"Rec. Huelva","2ª",1990,38
45,14,45,50,11,12,14,,,,"Sabadell","2ª",1990,38
42,15,55,45,12,6,14,,,,"Real Madrid B","2ª",1990,38
41,16,41,37,11,8,12,,,,"Rac. Santander","2ª",1990,38
39,17,44,55,10,9,16,,,,"At. Madrid B","2ª",1990,38
37,18,49,45,10,7,15,,,,"Sestao","2ª",1990,38
34,19,37,48,9,7,21,,,,"Levante","2ª",1990,38
28,20,36,56,7,7,22,,,,"Xerez","2ª",1990,38
26,21,48,27,5,11,7,1,,,"Espanyol","Promoción 1ª/2ª",1990,0
20,22,33,29,3,11,12,1,,,"Málaga (C.D.)","Promoción 1ª/2ª",1990,0
73,1,41,21,21,10,6,,,1,"Barcelona","1ª",1991,38
71,2,49,29,21,8,6,,,1,"At. Madrid","1ª",1991,38
66,3,45,29,19,9,8,,,1,"Real Madrid","1ª",1991,38
60,4,45,29,16,12,10,,,1,"Sevilla","1ª",1991,38
56,5,48,27,15,11,7,,,1,"Espanyol","1ª",1991,38
54,6,42,32,14,12,11,,,,"Valladolid","1ª",1991,38
52,7,37,33,14,10,12,,,,"Valencia","1ª",1991,38
51,8,33,44,13,12,13,,,,"Oviedo","1ª",1991,38
50,9,32,49,14,8,17,,,,"Osasuna","1ª",1991,38
48,10,41,38,13,9,13,,,,"Ath. Bilbao","1ª",1991,38
48,11,36,38,13,9,16,,,,"Tenerife","1ª",1991,38
46,12,32,37,13,7,16,,,,"Sporting Gijón","1ª",1991,38
45,13,34,50,11,12,15,,,,"Burgos (Real)","1ª",1991,38
44,14,51,45,11,11,13,,,,"Cádiz","1ª",1991,38
68,1,49,29,20,8,6,,,1,"At. Madrid","1ª",1973,34
64,2,41,21,18,10,6,,,1,"Barcelona","1ª",1973,34
62,3,48,27,17,11,7,,,1,"Espanyol","1ª",1973,34
60,4,45,29,17,9,8,,,1,"Real Madrid","1ª",1973,34
57,5,30,37,16,9,15,,,1,"Celta","1ª",1973,34
53,6,29,36,13,14,13,,,,"Betis","1ª",1973,34
48,7,44,38,13,9,12,,,,"Castellón","1ª",1973,34
47,8,37,39,13,8,13,,,,"Real Sociedad","1ª",1973,34
46,9,37,33,12,10,12,,,,"Valencia","1ª",1973,34
45,10,41,38,12,9,13,,,,"Ath. Bilbao","1ª",1973,34
44,11,36,36,10,14,10,,,,"Zaragoza","1ª",1973,34
44,12,33,29,11,11,12,,,,"Málaga (C.D.)","1ª",1973,34
42,13,38,44,11,9,14,,,,"Las Palmas","1ª",1973,34
40,14,32,37,11,7,16,,,,"Sporting Gijón","1ª",1973,34
39,15,33,44,9,12,13,,,,"Oviedo","1ª",1973,34
38,16,25,32,9,11,14,,,,"Granada","1ª",1973,34
36,17,36,63,9,9,19,,1,,"Burgos","1ª",1973,34
34,18,22,44,7,13,14,,1,,"Dptivo. Coruña","1ª",1973,34
84,1,61,26,24,12,8,1,,,"Murcia","2ª",1973,38
70,2,48,28,20,10,8,1,,,"Elche","2ª",1973,38
68,3,41,37,20,8,12,1,,,"Rac. Santander","2ª",1973,38
60,4,45,29,16,12,10,,,,"Sevilla","2ª",1973,38
57,5,36,38,16,9,16,,,,"Tenerife","2ª",1973,38
57,6,42,32,15,12,11,,,,"Valladolid","2ª",1973,38
55,7,42,39,16,7,15,,,,"Hércules","2ª",1973,38
54,8,49,51,14,12,12,,,,"Sant Andreu","2ª",1973,38
54,9,37,33,15,9,14,,,,"Mallorca","2ª",1973,38
53,10,51,45,14,11,13,,,,"Cádiz","2ª",1973,38
53,11,43,48,14,11,13,,,,"Barakaldo","2ª",1973,38
52,12,58,50,15,7,16,,,,"Rayo Vallecano","2ª",1973,38
48,13,45,50,12,12,14,,,,"Sabadell","2ª",1973,38
48,14,45,46,13,9,16,,,,"Córdoba","2ª",1973,38
47,15,32,49,13,8,17,,,,"Osasuna","2ª",1973,38
45,16,35,48,12,9,17,,,,"Gimn. Tarragona","2ª",1973,38
40,17,37,50,10,10,18,,,,"Pontevedra","2ª",1973,38
40,18,37,53,10,10,18,,,,"Cult. Leonesa","2ª",1973,38
38,19,40,48,8,14,16,,,,"Logroñés","2ª",1973,38
77,1,49,29,23,8,6,,,1,"At. Madrid","1ª",1974,34
73,2,41,21,21,10,6,,,1,"Barcelona","1ª",1974,34
63,3,30,37,18,9,15,,,1,"Celta","1ª",1974,34
60,4,45,29,17,9,8,,,1,"Real Madrid","1ª",1974,34
59,5,48,27,16,11,7,,,1,"Espanyol","1ª",1974,34
59,6,36,36,15,14,10,,,,"Zaragoza","1ª",1974,34
54,7,38,44,15,9,14,,,,"Las Palmas","1ª",1974,34
54,8,61,26,14,12,8,,,,"Murcia","1ª",1974,34
52,9,48,28,14,10,8,,,,"Elche","1ª",1974,34
51,10,41,38,14,9,13,,,,"Ath. Bilbao","1ª",1974,34
50,11,33,29,13,11,12,,,,"Málaga (C.D.)","1ª",1974,34
50,12,37,39,14,8,13,,,,"Real Sociedad","1ª",1974,34
46,13,37,33,12,10,12,,,,"Valencia","1ª",1974,34
46,14,32,37,13,7,16,,,,"Sporting Gijón","1ª",1974,34
44,15,25,32,11,11,14,,,,"Granada","1ª",1974,34
44,16,41,37,12,8,12,,,,"Rac. Santander","1ª",1974,34
39,17,44,38,10,9,12,,1,,"Castellón","1ª",1974,34
39,18,33,44,9,12,13,,1,,"Oviedo","1ª",1974,34
72,1,42,32,20,12,11,1,,,"Valladolid","2ª",1974,38
71,2,29,36,19,14,13,1,,,"Betis","2ª",1974,38
68,3,51,45,19,11,13,1,,,"Cádiz","2ª",1974,38
68,4,53,39,20,8,10,,,,"Salamanca","2ª",1974,38
66,5,49,51,18,12,12,,,,"Sant Andreu","2ª",1974,38
66,6,36,38,19,9,16,,,,"Tenerife","2ª",1974,38
62,7,43,48,17,11,13,,,,"Barakaldo","2ª",1974,38
61,8,42,39,18,7,15,,,,"Hércules","2ª",1974,38
60,9,45,29,16,12,10,,,,"Sevilla","2ª",1974,38
54,10,45,46,15,9,16,,,,"Córdoba","2ª",1974,38
54,11,35,48,15,9,17,,,,"Gimn. Tarragona","2ª",1974,38
54,12,37,33,15,9,14,,,,"Mallorca","2ª",1974,38
52,13,58,50,15,7,16,,,,"Rayo Vallecano","2ª",1974,38
51,14,43,45,13,12,13,,,,"Ourense","2ª",1974,38
51,15,36,63,14,9,19,,,,"Burgos","2ª",1974,38
46,16,22,44,11,13,14,,,,"Dptivo. Coruña","2ª",1974,38
42,17,45,50,10,12,14,,,,"Sabadell","2ª",1974,38
38,18,32,49,10,8,17,,,,"Osasuna","2ª",1974,38
37,19,37,48,10,7,21,,,,"Levante","2ª",1974,38
33,20,29,59,8,9,21,,,,"Linares","2ª",1974,38
72,1,45,29,21,9,8,,,1,"Real Madrid","1ª",1975,34
68,2,49,29,20,8,6,,,1,"At. Madrid","1ª",1975,34
68,3,29,36,18,14,13,,,1,"Betis","1ª",1975,34
64,4,41,21,18,10,6,,,1,"Barcelona","1ª",1975,34
62,5,48,27,17,11,7,,,1,"Espanyol","1ª",1975,34
61,6,48,28,17,10,8,,,,"Elche","1ª",1975,34
57,7,30,37,16,9,15,,,,"Celta","1ª",1975,34
56,8,36,36,14,14,10,,,,"Zaragoza","1ª",1975,34
53,9,33,29,14,11,12,,,,"Málaga (C.D.)","1ª",1975,34
51,10,38,44,14,9,14,,,,"Las Palmas","1ª",1975,34
49,11,37,33,13,10,12,,,,"Valencia","1ª",1975,34
48,12,61,26,12,12,8,,,,"Murcia","1ª",1975,34
48,13,41,38,13,9,13,,,,"Ath. Bilbao","1ª",1975,34
47,14,53,39,13,8,10,,,,"Salamanca","1ª",1975,34
44,15,37,39,12,8,13,,,,"Real Sociedad","1ª",1975,34
41,16,25,32,10,11,14,,,,"Granada","1ª",1975,34
40,17,32,37,11,7,16,,1,,"Sporting Gijón","1ª",1975,34
37,18,42,39,10,7,15,,1,,"Hércules","1ª",1975,34
72,1,45,29,20,12,10,1,,,"Sevilla","2ª",1975,38
71,2,41,37,21,8,12,1,,,"Rac. Santander","2ª",1975,38
71,3,51,45,20,11,13,1,,,"Cádiz","2ª",1975,38
63,4,33,44,17,12,13,,,,"Oviedo","2ª",1975,38
60,5,45,46,17,9,16,,,,"Córdoba","2ª",1975,38
60,6,42,32,16,12,11,,,,"Valladolid","2ª",1975,38
60,7,36,38,17,9,16,,,,"Tenerife","2ª",1975,38
60,8,37,33,17,9,14,,,,"Mallorca","2ª",1975,38
55,9,58,50,16,7,16,,,,"Rayo Vallecano","2ª",1975,38
54,10,44,38,15,9,12,,,,"Castellón","2ª",1975,38
54,11,49,51,14,12,12,,,,"Sant Andreu","2ª",1975,38
51,12,46,52,13,12,13,,,,"Barcelona B","2ª",1975,38
50,13,43,48,13,11,13,,,,"Barakaldo","2ª",1975,38
47,14,39,43,12,11,15,,,,"Rec. Huelva","2ª",1975,38
46,15,35,45,13,7,18,,,,"Alavés","2ª",1975,38
45,16,36,63,12,9,19,,,,"Burgos","2ª",1975,38
42,17,43,45,10,12,13,,,,"Ourense","2ª",1975,38
39,18,45,50,9,12,14,,,,"Sabadell","2ª",1975,38
39,19,35,48,10,9,17,,,,"Gimn. Tarragona","2ª",1975,38
37,20,37,53,9,10,18,,,,"Cult. Leonesa","2ª",1975,38
77,1,49,29,23,8,6,,,1,"At. Madrid","1ª",1976,34
73,2,41,21,21,10,6,,,1,"Barcelona","1ª",1976,34
72,3,45,29,21,9,8,,,1,"Real Madrid","1ª",1976,34
68,4,48,27,19,11,7,,,1,"Espanyol","1ª",1976,34
68,5,29,36,18,14,13,,,1,"Betis","1ª",1976,34
62,6,41,37,18,8,12,,,,"Rac. Santander","1ª",1976,34
57,7,45,29,15,12,10,,,,"Sevilla","1ª",1976,34
54,8,41,38,15,9,13,,,,"Ath. Bilbao","1ª",1976,34
50,9,36,36,12,14,10,,,,"Zaragoza","1ª",1976,34
49,10,48,28,13,10,8,,,,"Elche","1ª",1976,34
48,11,33,44,12,12,13,,,,"Oviedo","1ª",1976,34
47,12,53,39,13,8,10,,,,"Salamanca","1ª",1976,34
46,13,37,33,12,10,12,,,,"Valencia","1ª",1976,34
46,14,42,39,13,7,15,,,,"Hércules","1ª",1976,34
44,15,37,39,12,8,13,,,,"Real Sociedad","1ª",1976,34
42,16,38,44,11,9,14,,,,"Las Palmas","1ª",1976,34
35,17,25,32,8,11,14,,1,,"Granada","1ª",1976,34
31,18,32,37,8,7,16,,1,,"Sporting Gijón","1ª",1976,34
66,1,30,37,19,9,15,1,,,"Celta","2ª",1976,38
63,2,49,51,17,12,12,1,,,"Sant Andreu","2ª",1976,38
63,3,42,32,17,12,11,1,,,"Valladolid","2ª",1976,38
63,4,61,26,17,12,8,,,,"Murcia","2ª",1976,38
62,5,33,29,17,11,12,,,,"Málaga (C.D.)","2ª",1976,38
61,6,22,44,16,13,14,,,,"Dptivo. Coruña","2ª",1976,38
59,7,51,45,16,11,13,,,,"Cádiz","2ª",1976,38
58,8,58,50,17,7,16,,,,"Rayo Vallecano","2ª",1976,38
56,9,32,49,16,8,17,,,,"Osasuna","2ª",1976,38
54,10,36,63,15,9,19,,,,"Burgos","2ª",1976,38
54,11,45,46,15,9,16,,,,"Córdoba","2ª",1976,38
44,15,40,48,10,14,16,,,,"Logroñés","1ª",1991,38
44,16,29,36,10,14,13,,,,"Betis","1ª",1991,38
42,17,37,33,11,9,14,,,,"Mallorca","1ª",1991,38
41,18,36,36,9,14,10,,,,"Zaragoza","1ª",1991,38
39,19,44,38,10,9,12,,1,,"Castellón","1ª",1991,38
38,20,37,39,10,8,13,,1,,"Real Sociedad","1ª",1991,38
72,1,61,26,20,12,8,1,,,"Murcia","2ª",1991,38
